Date,Cured,Deaths,Confirmed,New_Confirmed,New_Deaths,New_Cured,Active,Recovery_Rate_%,Death_Rate_%
30-01-2020,0,0,1,0,0,0,1,0,0
31-01-2020,0,0,1,0,0,0,1,0,0
01-02-2020,0,0,2,1,0,0,2,0,0
02-02-2020,0,0,3,1,0,0,3,0,0
03-02-2020,0,0,3,0,0,0,3,0,0
04-02-2020,0,0,3,0,0,0,3,0,0
05-02-2020,0,0,3,0,0,0,3,0,0
06-02-2020,0,0,3,0,0,0,3,0,0
07-02-2020,0,0,3,0,0,0,3,0,0
08-02-2020,0,0,3,0,0,0,3,0,0
09-02-2020,0,0,3,0,0,0,3,0,0
10-02-2020,0,0,3,0,0,0,3,0,0
11-02-2020,0,0,3,0,0,0,3,0,0
12-02-2020,0,0,3,0,0,0,3,0,0
13-02-2020,0,0,3,0,0,0,3,0,0
14-02-2020,0,0,3,0,0,0,3,0,0
15-02-2020,0,0,3,0,0,0,3,0,0
16-02-2020,0,0,3,0,0,0,3,0,0
17-02-2020,0,0,3,0,0,0,3,0,0
18-02-2020,0,0,3,0,0,0,3,0,0
19-02-2020,0,0,3,0,0,0,3,0,0
20-02-2020,0,0,3,0,0,0,3,0,0
21-02-2020,0,0,3,0,0,0,3,0,0
22-02-2020,0,0,3,0,0,0,3,0,0
23-02-2020,0,0,3,0,0,0,3,0,0
24-02-2020,0,0,3,0,0,0,3,0,0
25-02-2020,0,0,3,0,0,0,3,0,0
26-02-2020,0,0,3,0,0,0,3,0,0
27-02-2020,0,0,3,0,0,0,3,0,0
28-02-2020,0,0,3,0,0,0,3,0,0
29-02-2020,0,0,3,0,0,0,3,0,0
01-03-2020,0,0,3,0,0,0,3,0,0
02-03-2020,0,0,5,2,0,0,5,0,0
03-03-2020,3,0,6,1,0,3,3,50,0
04-03-2020,3,0,28,22,0,0,25,10.71,0
05-03-2020,3,0,30,2,0,0,27,10,0
06-03-2020,3,0,31,1,0,0,28,9.68,0
07-03-2020,3,0,34,3,0,0,31,8.82,0
08-03-2020,3,0,39,5,0,0,36,7.69,0
09-03-2020,3,0,46,7,0,0,43,6.52,0
10-03-2020,3,0,58,12,0,0,55,5.17,0
11-03-2020,3,0,60,2,0,0,57,5,0
12-03-2020,3,0,74,14,0,0,71,4.05,0
13-03-2020,3,1,81,7,1,0,77,3.7,1.23
14-03-2020,10,2,84,3,1,7,72,11.9,2.38
15-03-2020,13,2,110,26,0,3,95,11.82,1.82
16-03-2020,13,2,114,4,0,0,99,11.4,1.75
17-03-2020,14,3,137,23,1,1,120,10.22,2.19
18-03-2020,14,3,151,14,0,0,134,9.27,1.99
19-03-2020,20,4,173,22,1,6,149,11.56,2.31
20-03-2020,23,4,223,50,0,3,196,10.31,1.79
21-03-2020,23,4,283,60,0,0,256,8.13,1.41
22-03-2020,24,7,360,77,3,1,329,6.67,1.94
23-03-2020,24,7,433,73,0,0,402,5.54,1.62
24-03-2020,40,9,519,86,2,16,470,7.71,1.73
25-03-2020,43,10,606,87,1,3,553,7.1,1.65
26-03-2020,45,15,694,88,5,2,634,6.48,2.16
27-03-2020,67,17,724,30,2,22,640,9.25,2.35
28-03-2020,80,19,909,185,2,13,810,8.8,2.09
29-03-2020,96,27,1024,115,8,16,901,9.38,2.64
30-03-2020,102,31,1205,181,4,6,1072,8.46,2.57
31-03-2020,124,35,1359,154,4,22,1200,9.12,2.58
01-04-2020,144,41,1834,475,6,20,1649,7.85,2.24
02-04-2020,156,53,2069,235,12,12,1860,7.54,2.56
03-04-2020,163,62,2470,401,9,7,2245,6.6,2.51
04-04-2020,213,75,3072,602,13,50,2784,6.93,2.44
05-04-2020,275,83,3577,505,8,62,3219,7.69,2.32
06-04-2020,319,111,4281,704,28,44,3851,7.45,2.59
07-04-2020,353,124,4789,508,13,34,4312,7.37,2.59
08-04-2020,411,149,5274,485,25,58,4714,7.79,2.83
09-04-2020,478,169,5865,591,20,67,5218,8.15,2.88
10-04-2020,516,206,6761,896,37,38,6039,7.63,3.05
11-04-2020,653,242,7529,768,36,137,6634,8.67,3.21
12-04-2020,765,273,8447,918,31,112,7409,9.06,3.23
13-04-2020,980,324,9352,905,51,215,8048,10.48,3.46
14-04-2020,1190,353,10815,1463,29,210,9272,11,3.26
15-04-2020,1344,392,11933,1118,39,154,10197,11.26,3.29
16-04-2020,1515,420,12759,826,28,171,10824,11.87,3.29
17-04-2020,1767,452,13835,1076,32,252,11616,12.77,3.27
18-04-2020,2015,488,14792,957,36,248,12289,13.62,3.3
19-04-2020,2302,519,16116,1324,31,287,13295,14.28,3.22
20-04-2020,2842,559,17656,1540,40,540,14255,16.1,3.17
21-04-2020,3260,603,18985,1329,44,418,15122,17.17,3.18
22-04-2020,3960,652,20471,1486,49,700,15859,19.34,3.18
23-04-2020,4325,686,21700,1229,34,365,16689,19.93,3.16
24-04-2020,4814,723,23452,1752,37,489,17915,20.53,3.08
25-04-2020,5210,779,24893,1441,56,396,18904,20.93,3.13
26-04-2020,5914,826,26605,1712,47,704,19865,22.23,3.1
27-04-2020,6362,886,28160,1555,60,448,20912,22.59,3.15
28-04-2020,7027,937,29834,1674,51,665,21870,23.55,3.14
29-04-2020,7797,1008,31709,1875,71,770,22904,24.59,3.18
30-04-2020,8373,1075,33330,1621,67,576,23882,25.12,3.23
01-05-2020,9065,1152,34972,1642,77,692,24755,25.92,3.29
02-05-2020,9951,1218,37157,2185,66,886,25988,26.78,3.28
03-05-2020,10887,1306,40124,2967,88,936,27931,27.13,3.25
04-05-2020,11762,1389,42836,2712,83,875,29685,27.46,3.24
05-05-2020,13161,1583,46711,3875,194,1399,31967,28.18,3.39
06-05-2020,14183,1694,49391,2680,111,1022,33514,28.72,3.43
07-05-2020,15267,1783,52952,3561,89,1084,35902,28.83,3.37
08-05-2020,16540,1886,56342,3390,103,1273,37916,29.36,3.35
09-05-2020,17847,1981,59662,3320,95,1307,39834,29.91,3.32
10-05-2020,19358,2109,62939,3277,128,1511,41472,30.76,3.35
11-05-2020,20917,2206,67152,4213,97,1559,44029,31.15,3.29
12-05-2020,22455,2293,70756,3604,87,1538,46008,31.74,3.24
13-05-2020,24386,2415,74281,3525,122,1931,47480,32.83,3.25
14-05-2020,26235,2549,78003,3722,134,1849,49219,33.63,3.27
15-05-2020,27920,2649,81970,3967,100,1685,51401,34.06,3.23
16-05-2020,30153,2752,85710,3740,103,2233,52805,35.18,3.21
17-05-2020,34109,2872,90637,4927,120,3956,53656,37.63,3.17
18-05-2020,36824,3029,95759,5122,157,2715,55906,38.45,3.16
19-05-2020,39174,3163,100325,4566,134,2350,57988,39.05,3.15
20-05-2020,42298,3303,105654,5329,140,3124,60053,40.03,3.13
21-05-2020,45300,3435,110956,5302,132,3002,62221,40.83,3.1
22-05-2020,48534,3583,116827,5871,148,3234,64710,41.54,3.07
23-05-2020,51784,3720,123202,6375,137,3250,67698,42.03,3.02
24-05-2020,54441,3867,129530,6328,147,2657,71222,42.03,2.99
25-05-2020,57721,4021,136203,6673,154,3280,74461,42.38,2.95
26-05-2020,60491,4167,142410,6207,146,2770,77752,42.48,2.93
27-05-2020,64426,4337,147754,5344,170,3935,78991,43.6,2.94
28-05-2020,67692,4531,154001,6247,194,3266,81778,43.96,2.94
29-05-2020,71106,4706,161126,7125,175,3414,85314,44.13,2.92
30-05-2020,82370,4971,168720,7594,265,11264,81379,48.82,2.95
31-05-2020,86984,5164,176652,7932,193,4614,84504,49.24,2.92
01-06-2020,91819,5394,184905,8253,230,4835,87692,49.66,2.92
02-06-2020,95527,5598,192292,7387,204,3708,91167,49.68,2.91
03-06-2020,100303,5815,200492,8200,217,4776,94374,50.03,2.9
04-06-2020,104107,6075,209436,8944,260,3804,99254,49.71,2.9
05-06-2020,109462,6348,219160,9724,273,5355,103350,49.95,2.9
06-06-2020,114073,6642,228465,9305,294,4611,107750,49.93,2.91
07-06-2020,119293,6929,238023,9558,287,5220,111801,50.12,2.91
08-06-2020,124095,7135,247422,9399,206,4802,116192,50.16,2.88
09-06-2020,129215,7466,257795,10373,331,5120,121114,50.12,2.9
10-06-2020,135206,7745,267356,9561,279,5991,124405,50.57,2.9
11-06-2020,141029,8102,277648,10292,357,5823,128517,50.79,2.92
12-06-2020,147195,8498,289220,11572,396,6166,133527,50.89,2.94
13-06-2020,154330,8884,301009,11789,386,7135,137795,51.27,2.95
14-06-2020,162379,9195,313486,12477,311,8049,141912,51.8,2.93
15-06-2020,169798,9520,325452,11966,325,7419,146134,52.17,2.93
16-06-2020,180013,9900,335407,9955,380,10215,145494,53.67,2.95
17-06-2020,186935,11903,345792,10385,2003,6922,146954,54.06,3.44
18-06-2020,194325,12237,358243,12451,334,7390,151681,54.24,3.42
19-06-2020,204711,12573,371605,13362,336,10386,154321,55.09,3.38
20-06-2020,213831,12948,385783,14178,375,9120,159004,55.43,3.36
21-06-2020,227756,13254,401334,15551,306,13925,160324,56.75,3.3
22-06-2020,237196,13699,417450,16116,445,9440,166555,56.82,3.28
23-06-2020,248190,14011,432200,14750,312,10994,169999,57.42,3.24
24-06-2020,258685,14476,448042,15842,465,10495,174881,57.74,3.23
25-06-2020,271697,14894,464612,16570,418,13012,178021,58.48,3.21
26-06-2020,285637,15301,482278,17666,407,13940,181340,59.23,3.17
27-06-2020,295881,15685,500930,18652,384,10244,189364,59.07,3.13
28-06-2020,309713,16095,521020,20090,410,13832,195212,59.44,3.09
29-06-2020,321723,16475,541033,20013,380,12010,202835,59.46,3.05
30-06-2020,334822,16893,559836,18803,418,13099,208121,59.81,3.02
01-07-2020,347979,17400,578578,18742,507,13157,213199,60.14,3.01
02-07-2020,359860,17834,597809,19231,434,11881,220115,60.2,2.98
03-07-2020,379892,18213,619513,21704,379,20032,221408,61.32,2.94
04-07-2020,394227,18655,643316,23803,442,14335,230434,61.28,2.9
05-07-2020,409083,19268,668536,25220,613,14856,240185,61.19,2.88
06-07-2020,424433,19693,692500,23964,425,15350,248374,61.29,2.84
07-07-2020,439948,20160,714631,22131,467,15515,254523,61.56,2.82
08-07-2020,456831,20642,737399,22768,482,16883,259926,61.95,2.8
09-07-2020,476378,21129,762911,25512,487,19547,265404,62.44,2.77
10-07-2020,495516,21604,789641,26730,475,19138,272521,62.75,2.74
11-07-2020,515386,22123,817500,27859,519,19870,279991,63.04,2.71
12-07-2020,534621,22674,846529,29029,551,19235,289234,63.15,2.68
13-07-2020,553471,23174,875896,29367,500,18850,299251,63.19,2.65
14-07-2020,571460,23727,904573,28677,553,17989,309386,63.17,2.62
15-07-2020,592032,24309,934657,30084,582,20572,318316,63.34,2.6
16-07-2020,612815,24915,967591,32934,606,20783,329861,63.33,2.57
17-07-2020,635757,25602,1003301,35710,687,22942,341942,63.37,2.55
18-07-2020,653751,26273,1038553,35252,671,17994,358529,62.95,2.53
19-07-2020,677423,26816,1077618,39065,543,23672,373379,62.86,2.49
20-07-2020,700087,27497,1118043,40425,681,22664,390459,62.62,2.46
21-07-2020,724578,28084,1155191,37148,587,24491,402529,62.72,2.43
22-07-2020,753050,28732,1192915,37724,648,28472,411133,63.13,2.41
23-07-2020,782607,29861,1238635,45720,1129,29557,426167,63.18,2.41
24-07-2020,817209,30601,1287945,49310,740,34602,440135,63.45,2.38
25-07-2020,849432,31358,1336861,48916,757,32223,456071,63.54,2.35
26-07-2020,885577,32063,1385522,48661,705,36145,467882,63.92,2.31
27-07-2020,917568,32771,1435453,49931,708,31991,485114,63.92,2.28
28-07-2020,952743,33425,1483156,47703,654,35175,496988,64.24,2.25
29-07-2020,988029,34193,1531669,48513,768,35286,509447,64.51,2.23
30-07-2020,1020582,34968,1583792,52123,775,32553,528242,64.44,2.21
31-07-2020,1057805,35747,1638870,55078,779,37223,545318,64.54,2.18
01-08-2020,1094374,36511,1695988,57118,764,36569,565103,64.53,2.15
02-08-2020,1145629,37364,1750723,54735,853,51255,567730,65.44,2.13
03-08-2020,1186203,38135,1803695,52972,771,40574,579357,65.77,2.11
04-08-2020,1230509,38938,1855745,52050,803,44306,586298,66.31,2.1
05-08-2020,1282215,39795,1908254,52509,857,51706,586244,67.19,2.09
06-08-2020,1328336,40699,1964536,56282,904,46121,595501,67.62,2.07
07-08-2020,1378105,41585,2027074,62538,886,49769,607384,67.98,2.05
08-08-2020,1427005,42518,2088611,61537,933,48900,619088,68.32,2.04
09-08-2020,1480884,43379,2153010,64399,861,53879,628747,68.78,2.01
10-08-2020,1535743,44386,2215074,62064,1007,54859,634945,69.33,2
11-08-2020,1583489,45257,2268675,53601,871,47746,639929,69.8,1.99
12-08-2020,1639599,46091,2329638,60963,834,56110,643948,70.38,1.98
13-08-2020,1695982,47033,2396637,66999,942,56383,653622,70.77,1.96
14-08-2020,1751555,48040,2461190,64553,1007,55573,661595,71.17,1.95
15-08-2020,1808936,49036,2526192,65002,996,57381,668220,71.61,1.94
16-08-2020,1862258,49980,2589682,63490,944,53322,677444,71.91,1.93
17-08-2020,1919842,50921,2647663,57981,941,57584,676900,72.51,1.92
18-08-2020,1977779,51797,2702742,55079,876,57937,673166,73.18,1.92
19-08-2020,2037870,52889,2767273,64531,1092,60091,676514,73.64,1.91
20-08-2020,2096664,53866,2836925,69652,977,58794,686395,73.91,1.9
21-08-2020,2158946,54849,2905823,68898,983,62282,692028,74.3,1.89
22-08-2020,2222577,55794,2975701,69878,945,63631,697330,74.69,1.87
23-08-2020,2280566,56706,3044940,69239,912,57989,707668,74.9,1.86
24-08-2020,2338035,57542,3106348,61408,836,57469,710771,75.27,1.85
25-08-2020,2404585,58390,3167323,60975,848,66550,704348,75.92,1.84
26-08-2020,2467758,59449,3234474,67151,1059,63173,707267,76.3,1.84
27-08-2020,2523771,60472,3310234,75760,1023,56013,725991,76.24,1.83
28-08-2020,2583948,61529,3387500,77266,1057,60177,742023,76.28,1.82
29-08-2020,2648998,62550,3463972,76472,1021,65050,752424,76.47,1.81
30-08-2020,2713933,63498,3542733,78761,948,64935,765302,76.61,1.79
31-08-2020,2774801,64469,3621245,78512,971,60868,781975,76.63,1.78
01-09-2020,2839882,65288,3691166,69921,819,65081,785996,76.94,1.77
02-09-2020,2901908,66333,3769523,78357,1045,62026,801282,76.98,1.76
03-09-2020,2970492,67376,3853406,83883,1043,68584,815538,77.09,1.75
04-09-2020,3037151,68472,3936747,83341,1096,66659,831124,77.15,1.74
05-09-2020,3107223,69561,4023179,86432,1089,70072,846395,77.23,1.73
06-09-2020,3180865,70626,4113811,90632,1065,73642,862320,77.32,1.72
07-09-2020,3250429,71642,4204613,90802,1016,69564,882542,77.31,1.7
08-09-2020,3323950,72775,4280422,75809,1133,73521,883697,77.65,1.7
09-09-2020,3398844,73890,4370128,89706,1115,74894,897394,77.77,1.69
10-09-2020,3471783,75062,4465863,95735,1172,72939,919018,77.74,1.68
11-09-2020,3542663,76271,4562414,96551,1209,70880,943480,77.65,1.67
12-09-2020,3624196,77472,4659984,97570,1201,81533,958316,77.77,1.66
13-09-2020,3702595,78586,4754356,94372,1114,78399,973175,77.88,1.65
14-09-2020,3780107,79722,4846427,92071,1136,77512,986598,78,1.64
15-09-2020,3859399,80776,4930236,83809,1054,79292,990061,78.28,1.64
16-09-2020,3942360,82066,5020359,90123,1290,82961,995933,78.53,1.63
17-09-2020,4025079,83198,5118253,97894,1132,82719,1009976,78.64,1.63
18-09-2020,4112551,84372,5214677,96424,1174,87472,1017754,78.86,1.62
19-09-2020,4208431,85619,5308014,93337,1247,95880,1013964,79.28,1.61
20-09-2020,4303043,86752,5400619,92605,1133,94612,1010824,79.68,1.61
21-09-2020,4396399,87882,5487580,86961,1130,93356,1003299,80.12,1.6
22-09-2020,4497867,88935,5562663,75083,1053,101468,975861,80.86,1.6
23-09-2020,4587613,90020,5646010,83347,1085,89746,968377,81.25,1.59
24-09-2020,4674987,91149,5732518,86508,1129,87374,966382,81.55,1.59
25-09-2020,4756164,92290,5818570,86052,1141,81177,970116,81.74,1.59
26-09-2020,4849584,93379,5903932,85362,1089,93420,960969,82.14,1.58
27-09-2020,4941627,94503,5992532,88600,1124,92043,956402,82.46,1.58
28-09-2020,5016520,95542,6074702,82170,1039,74893,962640,82.58,1.57
29-09-2020,5101397,96318,6145291,70589,776,84877,947576,83.01,1.57
30-09-2020,5187825,97497,6225763,80472,1179,86428,940441,83.33,1.57
01-10-2020,5273201,98678,6312584,86821,1181,85376,940705,83.53,1.56
02-10-2020,5352078,99773,6394068,81484,1095,78877,942217,83.7,1.56
03-10-2020,5427706,100842,6473544,79476,1069,75628,944996,83.84,1.56
04-10-2020,5509966,101782,6549373,75829,940,82260,937625,84.13,1.55
05-10-2020,5586703,102685,6623815,74442,903,76737,934427,84.34,1.55
06-10-2020,5662490,103569,6685082,61267,884,75787,919023,84.7,1.55
07-10-2020,5744693,104555,6757131,72049,986,82203,907883,85.02,1.55
08-10-2020,5827704,105526,6835655,78524,971,83011,902425,85.25,1.54
09-10-2020,5906069,106490,6906151,70496,964,78365,893592,85.52,1.54
10-10-2020,5988822,107416,6979423,73272,926,82753,883185,85.81,1.54
11-10-2020,6077976,108334,7053806,74383,918,89154,867496,86.17,1.54
12-10-2020,6149535,109150,7120538,66732,816,71559,861853,86.36,1.53
13-10-2020,6227295,109856,7175880,55342,706,77760,838729,86.78,1.53
14-10-2020,6301927,110586,7239389,63509,730,74632,826876,87.05,1.53
15-10-2020,6383441,111266,7307097,67708,680,81514,812390,87.36,1.52
16-10-2020,6453779,112161,7370468,63371,895,70338,804528,87.56,1.52
17-10-2020,6524595,112998,7432680,62212,837,70816,795087,87.78,1.52
18-10-2020,6597209,114031,7494551,61871,1033,72614,783311,88.03,1.52
19-10-2020,6663608,114610,7550273,55722,579,66399,772055,88.26,1.52
20-10-2020,6733328,115197,7597063,46790,587,69720,748538,88.63,1.52
21-10-2020,6795103,115914,7651107,54044,717,61775,740090,88.81,1.51
22-10-2020,6874518,116616,7706946,55839,702,79415,715812,89.2,1.51
23-10-2020,6948497,117306,7761312,54366,690,73979,695509,89.53,1.51
24-10-2020,7016046,117956,7814682,53370,650,67549,680680,89.78,1.51
25-10-2020,7078123,118534,7864811,50129,578,62077,668154,90,1.51
26-10-2020,7137228,119014,7909959,45148,480,59105,653717,90.23,1.5
27-10-2020,7201070,119502,7946429,36470,488,63842,625857,90.62,1.5
28-10-2020,7259509,120010,7990322,43893,508,58439,610803,90.85,1.5
29-10-2020,7315989,120527,8040203,49881,517,56480,603687,90.99,1.5
30-10-2020,7373375,121090,8088851,48648,563,57386,594386,91.15,1.5
31-10-2020,7432829,121641,8137119,48268,551,59454,582649,91.34,1.49
01-11-2020,7491513,122111,8184082,46963,470,58684,570458,91.54,1.49
02-11-2020,7544798,122607,8229313,45231,496,53285,561908,91.68,1.49
03-11-2020,7603121,123097,8267623,38310,490,58323,541405,91.96,1.49
04-11-2020,7656478,123611,8313876,46253,514,53357,533787,92.09,1.49
05-11-2020,7711809,124315,8364086,50210,704,55331,527962,92.2,1.49
06-11-2020,7765966,124985,8411724,47638,670,54157,520773,92.32,1.49
07-11-2020,7819886,125562,8462080,50356,577,53920,516632,92.41,1.48
08-11-2020,7868968,126121,8507754,45674,559,49082,512665,92.49,1.48
09-11-2020,7917373,126611,8553657,45903,490,48405,509673,92.56,1.48
10-11-2020,7963457,127059,8591730,38073,448,46084,501214,92.69,1.48
11-11-2020,8013783,127571,8636011,44281,512,50326,494657,92.79,1.48
12-11-2020,8066501,128121,8683916,47905,550,52718,489294,92.89,1.48
13-11-2020,8115580,128668,8728795,44879,547,49079,484547,92.97,1.47
14-11-2020,8163572,129188,8773479,44684,520,47992,480719,93.05,1.47
15-11-2020,8205728,129635,8814579,41100,447,42156,479216,93.09,1.47
16-11-2020,8249579,130070,8845127,30548,435,43851,465478,93.27,1.47
17-11-2020,8290370,130519,8874290,29163,449,40791,453401,93.42,1.47
18-11-2020,8335109,130993,8912907,38617,474,44739,446805,93.52,1.47
19-11-2020,8383602,131578,8958483,45576,585,48493,443303,93.58,1.47
20-11-2020,8428409,132162,9004365,45882,584,44807,443794,93.6,1.47
21-11-2020,8478124,132726,9050597,46232,564,49715,439747,93.67,1.47
22-11-2020,8521617,133227,9095806,45209,501,43493,440962,93.69,1.46
23-11-2020,8562641,133738,9139865,44059,511,41024,443486,93.68,1.46
24-11-2020,8604955,134218,9177840,37975,480,42314,438667,93.76,1.46
25-11-2020,8642771,134699,9222216,44376,481,37816,444746,93.72,1.46
26-11-2020,8679138,135223,9266705,44489,524,36367,452344,93.66,1.46
27-11-2020,8718517,135715,9309787,43082,492,39379,455555,93.65,1.46
28-11-2020,8759969,136200,9351109,41322,485,41452,454940,93.68,1.46
29-11-2020,8802267,136696,9392919,41810,496,42298,453956,93.71,1.46
30-11-2020,8847600,137139,9431691,38772,443,45333,446952,93.81,1.45
